418,2013,Michigan,827
419,2005,Middle Tennessee,818
419,2006,Middle Tennessee,818
419,2007,Middle Tennessee,818
419,2008,Middle Tennessee,818
419,2009,Middle Tennessee,818
419,2010,Middle Tennessee,818
419,2011,Middle Tennessee,818
419,2012,Middle Tennessee,818
419,2013,Middle Tennessee,24312
428,2005,Minnesota,827
428,2006,Minnesota,827
428,2007,Minnesota,827
428,2008,Minnesota,827
428,2009,Minnesota,827
428,2010,Minnesota,827
428,2011,Minnesota,827
428,2012,Minnesota,827
428,2013,Minnesota,827
430,2005,Mississippi State,911
430,2006,Mississippi State,911
430,2007,Mississippi State,911
430,2008,Mississippi State,911
430,2009,Mississippi State,911
430,2010,Mississippi State,911
430,2011,Mississippi State,911
430,2012,Mississippi State,911
430,2013,Mississippi State,911
432,2005,Mississippi Valley State,916
432,2006,Mississippi Valley State,916
432,2007,Mississippi Valley State,916
432,2008,Mississippi Valley State,916
432,2009,Mississippi Valley State,916
432,2010,Mississippi Valley State,916
432,2011,Mississippi Valley State,916
432,2012,Mississippi Valley State,916
432,2013,Mississippi Valley State,916
433,2005,Mississippi,911
433,2006,Mississippi,911
433,2007,Mississippi,911
433,2008,Mississippi,911
433,2009,Mississippi,911
433,2010,Mississippi,911
433,2011,Mississippi,911
433,2012,Mississippi,911
433,2013,Mississippi,911
434,2005,Missouri,25354
434,2006,Missouri,25354
434,2007,Missouri,25354
434,2008,Missouri,25354
434,2009,Missouri,25354
